Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0383248Z,Ecole,Public,SANS OBJET,Ecole maternelle Françoise Dolto,3 allée Françoise Dolto ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0438498431,,,ce.0383248Z@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,120.0,,21380151700524,,,913255.1,6453678.9,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.14941638901169,5.714075856090225,"45.14941638901169,5.714075856090225",Numéro de rue,2000-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383265T,Ecole,Public,SANS OBJET,Ecole élémentaire Les Poussous,Rue des Champs ,,38760 VARCES ALLIERES ET RISSET,38760,38524,Varces-Allières-et-Risset,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476734835,,,ce.0383265T@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,319.0,,21380524500114,,,909463.2,6448661.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble-Montagne,45.10542990297522,5.663700499322789,"45.105429902975224,5.663700499322789",Numéro de rue,2002-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383357T,Ecole,Public,SANS OBJET,Ecole élémentaire F. Dolto,1 ALLÉE F. DOLTO ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,0.0,1.0,,,,0476093238,,,ce.0383357T@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,180.0,,21380151700524,,,913191.1,6453574.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.14849941667291,5.713216469977216,"45.14849941667291,5.713216469977216",Numéro de rue,2006-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383403T,Ecole,Privé,HORS CONTRAT,Ecole élémentaire privée,22 chemin DU BACHAIS ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0953610296,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,39970418800024,,,918050.6,6461112.3,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.214806004062375,5.778385328322185,"45.214806004062375,5.778385328322185",Numéro de rue,2008-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383406W,Ecole,Privé,HORS CONTRAT,Ecole élémentaire,89 rue Général Mangin ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476496720,,,ecolelaplume38@gmail.com,0.0,0.0,0.0,,,,,,,,,,,,,,,47800063100018,,,913071.5,6455074.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.16202739390878,5.712350687981256,"45.16202739390878,5.712350687981256",Numéro de rue,2008-12-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383409Z,Ecole,Privé,HORS CONTRAT,Ecole maternelle privé Montessori,68 rue DES EAUX-CLAIRES ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476212754,,,aidemoiafaireseul@free.fr,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,912591.7,6456440.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 2,45.17446801443232,5.706843592643952,"45.17446801443232,5.706843592643952",Numéro de rue,2009-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383445N,Ecole,Privé,HORS CONTRAT,Ecole primaire privée Kerber,5 rue LEROY ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476440734,,,ecolekerber@free.fr,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,914981.4,6456849.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.17740688974886,5.7374268970131865,"45.17740688974886,5.7374268970131865",Numéro de rue,2011-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383477Y,Ecole,Privé,HORS CONTRAT,Ecole Elémentaire Privée Belle Etoile,7 chemin DES PRES ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0981284303,,,direction@ecole-belle-etoile.fr,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,918950.6,6460683.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.21066353316114,5.789650686718013,"45.21066353316114,5.789650686718013",Numéro de rue,2013-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383496U,Ecole,Privé,HORS CONTRAT,Ecole élémentaire privée le Figuier,33 avenue DE VIZILLE ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0630922628,,,contact@ecole-lefiguier.fr,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,913254.5,6457864.3,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.187080191243176,5.715899618253114,"45.187080191243176,5.715899618253114",Numéro de rue,2015-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383498W,Ecole,Privé,HORS CONTRAT,ECOLE MATERNELLE PRIVEE Les voyelles colorées,25 avenue DU GRANIER ,,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0677808970,,,shiraz.hurtado@gmail.com,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,918531.0,6460585.5,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.20991319156165,5.784264896882858,"45.209913191561654,5.784264896882858",Numéro de rue,2015-12-02,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383513M,Ecole,Privé,HORS CONTRAT,Ecole primaire privée,6 rue DU 19 MARS 1962 ,,38130 ECHIROLLES,38130,38151,Echirolles,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,912479.1,6454490.2,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.15695680912106,5.70456103572681,"45.15695680912106,5.70456103572681",Numéro de rue,2017-06-30,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383516R,Ecole,Privé,HORS CONTRAT,Ecole privée primaire postive school,3 rue DE LA CONDAMINE ,,38610 GIERES,38610,38179,Gières,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,,,,elise.veilleroy@gmail.com,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,918138.7,6458074.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.18744207620015,5.778145679868898,"45.18744207620015,5.778145679868898",Numéro de rue,2017-09-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420152M,Ecole,Public,SANS OBJET,Ecole primaire Bourg,20 rue de la fontaine disparue ,,42800 CHAGNON,42800,42036,Chagnon,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477756108,,,ce.0420152M@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,42.0,,21420036200025,,,821305.4,6493999.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.53473106835296,4.554355442428665,"45.53473106835296,4.554355442428665",Numéro de rue,1965-08-11,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420235C,Ecole,Public,SANS OBJET,Ecole primaire Jules Verne,75 route de la Gare ,,42800 GENILAC,42800,42225,Genilac,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477837972,,,ce.0420235C@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,86.0,,21420225100028,,,822379.8,6495152.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.54491838195151,4.568412103578723,"45.54491838195151,4.568412103578723",Numéro de rue,1965-08-25,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420312L,Ecole,Public,SANS OBJET,Ecole maternelle Centre,2 place des écoles ,,42150 LA RICAMARIE,42150,42183,La Ricamarie,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477809035,,,ce.0420312L@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,111.0,,21420183200109,,REP+,806878.9,6479253.0,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.404371899244815,4.366270865845815,"45.404371899244815,4.366270865845815",Numéro de rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420313M,Ecole,Public,SANS OBJET,Ecole maternelle Marcel Pagnol,6 rue Chapelon LE MONTCEL,,42150 LA RICAMARIE,42150,42183,La Ricamarie,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477571690,,,ce.0420313M@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,100.0,,21420183200075,,REP+,806668.5,6479488.1,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.40652129963486,4.363633678980647,"45.40652129963486,4.363633678980647",Numéro de rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420314N,Ecole,Public,SANS OBJET,Ecole maternelle Montrambert,2 impasse Guy Môquet ,,42150 LA RICAMARIE,42150,42183,La Ricamarie,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477806013,,,ce.0420314N@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,118.0,,21420183200026,,REP+,806461.1,6478941.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.40163416574122,4.360862463608621,"45.40163416574122,4.360862463608621",Numéro de rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420318T,Ecole,Public,SANS OBJET,Ecole maternelle Hugo,7 rue Victor Hugo ,,42800 RIVE DE GIER,42800,42186,Rive-de-Gier,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477750853,,,ce.0420318T@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,164.0,,21420186500075,,,826210.7,6493354.1,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.52803634516381,4.617023372823029,"45.52803634516381,4.617023372823029",Numéro de rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420418B,Ecole,Public,SANS OBJET,Ecole élémentaire Bourg, LE BOURG,,42410 PAVEZIN,42410,42167,Pavezin,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,0.0,1.0,,,,0477202060,,,ce.0420418B@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,43.0,,21420167500029,,,830539.5,6486500.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.4655266369916,4.670610655920033,"45.4655266369916,4.670610655920033",Ville,1965-08-30,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,42027.0,151,ECOLE DE NIVEAU ELEMENTAIRE
0420552X,Ecole,Public,SANS OBJET,Ecole primaire Le Bourg,16 rue du Rocher ,,42320 ST CHRISTO EN JAREZ,42320,42208,Saint-Christo-en-Jarez,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477208543,,,ce.0420552X@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,115.0,,21420208700026,,,816098.7,6495001.8,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.54466065055687,4.487897207559849,"45.54466065055687,4.487897207559849",Numéro de rue,1965-09-02,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420555A,Ecole,Public,SANS OBJET,Ecole primaire Le Bourg, LE BOURG,,42800 STE CROIX EN JAREZ,42800,42210,Sainte-Croix-en-Jarez,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477202116,,,ce.0420555A@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,48.0,,21420210300021,,,828605.7,6488032.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.47968439839014,4.646278314959014,"45.47968439839014,4.646278314959014",Ville,1965-09-02,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,42027.0,151,ECOLE DE NIVEAU ELEMENTAIRE
0420593S,Ecole,Public,SANS OBJET,Ecole primaire Petit Coin,31 rue Palluat de Besset ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477329161,,,ce.0420593S@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,254.0,,21420218600232,,,807421.4,6483573.6,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.44318643145929,4.37416552863779,"45.44318643145929,4.37416552863779",Numéro de rue,1965-07-06,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420665V,Ecole,Public,SANS OBJET,Ecole maternelle Montreynaud-Molina,9 boulevard Antonio Vivaldi ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477793293,,,ce.0420665V@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,144.0,,21420218601115,,REP+,809262.5,6486240.4,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.46690520540459,4.398316588108043,"45.46690520540459,4.398316588108043",Numéro de rue,1965-07-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420678J,Ecole,Public,SANS OBJET,Ecole maternelle Terrasse,15 rue Léon Lamaizière ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477740819,,,ce.0420678J@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,71.0,,21420218600778,,,807869.3,6486186.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.46664246234526,4.380478374572824,"45.46664246234526,4.3804783745728235",Numéro de rue,1965-07-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420687U,Ecole,Public,SANS OBJET,Ecole maternelle Côte Chaude,9 impasse Louis Jouvet ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477324866,,,ce.0420687U@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,72.0,,21420218600745,,REP,806435.0,6483809.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.44546145634568,4.361601692894812,"45.44546145634568,4.361601692894812",Numéro de rue,1965-07-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420690X,Ecole,Public,SANS OBJET,Ecole maternelle Chappe,3 impasse Noël Mazet ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477329163,,,ce.0420690X@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,176.0,,21420218601651,,REP,808867.7,6483270.9,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.440233007973255,4.392594920349987,"45.440233007973255,4.392594920349987",Numéro de rue,1965-07-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420693A,Ecole,Public,SANS OBJET,Ecole primaire d'application Beaulieu 1,20 rue Henri Dunant ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477251250,,,ce.0420693A@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,245.0,,21420218600448,,REP,810187.7,6481848.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Sud,45.42721784205095,4.409151681268373,"45.42721784205095,4.409151681268373",Numéro de rue,1965-07-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,153,ECOLE ELEMENTAIRE D APPLICATION
0420697E,Ecole,Public,SANS OBJET,Ecole maternelle Alma,3 rue de l'Alma ,,42000 ST ETIENNE,42000,42218,Saint-Etienne,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477411605,,,ce.0420697E@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,138.0,,21420218600075,,REP,808125.9,6483327.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.44086178586103,4.383120764792293,"45.44086178586103,4.383120764792293",Rue,1965-07-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420708S,Ecole,Public,SANS OBJET,Ecole maternelle Pasteur,Rue de Montbrison ,,42530 ST GENEST LERPT,42530,42223,Saint-Genest-Lerpt,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477902257,,,ce.0420708S@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,179.0,,21420223600029,,,804378.4,6484013.9,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Ouest,45.44762066802181,4.335341365607412,"45.44762066802181,4.335341365607412",Rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420711V,Ecole,Public,SANS OBJET,Ecole primaire Victor Elie Louis,81 rue des Verchères ,,42800 GENILAC,42800,42225,Genilac,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477758549,,,ce.0420711V@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,167.0,,21420225100044,,,823293.4,6493956.9,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.53399499840885,4.5798112378464,"45.53399499840885,4.5798112378464",Numéro de rue,1965-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420713X,Ecole,Public,SANS OBJET,Ecole primaire Nelson Mandela, LE SARDON,,42800 GENILAC,42800,42225,Genilac,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477837944,,,ce.0420713X@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,127.0,,21420225100036,,,824211.9,6492331.7,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.51919745156505,4.591157626312085,"45.51919745156505,4.591157626312085",Rue,1965-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420739A,Ecole,Public,SANS OBJET,Ecole primaire Bourg, LE BOURG,,42800 ST JOSEPH,42800,42242,Saint-Joseph,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477751017,,,ce.0420739A@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,170.0,,21420242600026,,,826435.0,6496639.7,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.557574621115855,4.620760236399691,"45.557574621115855,4.620760236399691",Ville,1965-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420801T,Ecole,Public,SANS OBJET,Ecole primaire Bourg,1 ROUTE COTE GAUTHIER ,,42800 ST ROMAIN EN JAREZ,42800,42283,Saint-Romain-en-Jarez,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477207616,,,ce.0420801T@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,42.0,,21420283000029,,,819674.3,6496371.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.55637609709573,4.534050996683668,"45.55637609709573,4.534050996683668",Numéro de rue,1965-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420850W,Ecole,Public,SANS OBJET,Ecole maternelle Jean Plathey,Rue Antonin-Croizier ,,42350 LA TALAUDIERE,42350,42305,La Talaudière,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,04 77 33 81 84,,,ce.0420850W@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,187.0,,21420305100039,,,811941.8,6487486.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.47768887989307,4.4328875091863615,"45.47768887989307,4.4328875091863615",Rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0420851X,Ecole,Public,SANS OBJET,Ecole élémentaire Michelet,Rue Michelet ,,42350 LA TALAUDIERE,42350,42305,La Talaudière,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,0.0,1.0,,,,0477536069,,,ce.0420851X@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,173.0,,21420305100062,,,811676.9,6487850.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.48100926513476,4.429581799609082,"45.48100926513476,4.429581799609082",Rue,1965-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420852Y,Ecole,Public,SANS OBJET,Ecole élémentaire Victor Hugo,4 impasse Victor Hugo ,,42350 LA TALAUDIERE,42350,42305,La Talaudière,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,0.0,1.0,,,,0477536381,,,ce.0420852Y@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,150.0,,21420305100054,,,812188.8,6488056.6,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.48278387777644,4.436181266674337,"45.48278387777644,4.436181266674337",Numéro de rue,1965-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420854A,Ecole,Public,SANS OBJET,Ecole élémentaire Bourg,2 place du Planil ,,42800 TARTARAS,42800,42307,Tartaras,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,0.0,1.0,,,,0477837964,,,ce.0420854A@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,99.0,,21420307700026,,,830124.3,6496296.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rive de Gier,45.55379310363719,4.667946295380409,"45.55379310363719,4.667946295380409",Numéro de rue,1965-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,42003.0,151,ECOLE DE NIVEAU ELEMENTAIRE
0420867P,Ecole,Public,SANS OBJET,Ecole primaire Bourg,3 rue des bretons ,,42580 LA TOUR EN JAREZ,42580,42311,La Tour-en-Jarez,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477747506,,,ce.0420867P@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,135.0,,21420311900026,,,808251.9,6488353.4,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.48608947951976,4.38586038341162,"45.48608947951976,4.38586038341162",Numéro de rue,1965-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420891R,Ecole,Public,SANS OBJET,Ecole primaire Bourg,54 impasse de l'Ecole ,,42320 VALFLEURY,42320,42320,Valfleury,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0477208590,,,ce.0420891R@ac-lyon.fr,1.0,0.0,0.0,,,,,,,,,,,,,72.0,,21420320000024,,,816480.9,6492661.4,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.5235248427072,4.4922274811972285,"45.523524842707204,4.4922274811972285",Numéro de rue,1965-09-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0420904E,Ecole,Public,SANS OBJET,Ecole maternelle Bois Monzil,1 RUE MIRABEAU ,,42390 VILLARS,42390,42330,Villars,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0477742938,,,ce.0420904E@ac-lyon.fr,0.0,0.0,0.0,,,,,,,,,,,,,66.0,,21420330900072,,,806960.4,6486031.3,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Etienne Nord,45.46538582741354,4.368814418154577,"45.46538582741354,4.368814418154577",Numéro de rue,1965-09-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
